Name,senolytic,Anti-aging Probability,BalabanJ,Chi2v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,FpDensityMorgan3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa3,MaxAbsPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MolMR,MolWt,PEOE_VSA12,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA7,SMR_VSA9,SlogP_VSA1,VSA_EState2,VSA_EState5,VSA_EState7
Entacapone,0,0.11920292,3.330991051,4.3121313,28.01690072,25.12191024,0,11.13655602,13.08951281,2.454545455,-3.08,22,290.17,3.516721815,0.504062092,0.068570484,0.314750278,77.944,305.29,5.749511833,5.687386275,0,0,4.923311049,17.67058611,0,33.38360843,17.56824498,0,23.44080293,-2.077339905,1.131759259
Nicotinamide,0,0.025760561,2.981454614,1.60595117,5.907179729,4.794537184,0,0,5.563451492,2.777777778,-1.38,9,116.079,1.2528322,0.36555064,0.441574074,0.24976195,32.7549,122.127,5.907179729,0,0,0,5.563451492,5.907179729,5.733667477,30.08987277,0,5.733667477,14.08824074,-0.441574074,3.022592593
Tetraca茂ne hydrochloride,0,0.00677121,2.394548172,4.796875471,0,4.794537184,0,5.969305288,12.17033346,2.526315789,-1.55,19,240.177,6.246200235,0.460732709,0.262075749,0.337667198,78.6762,264.369,0,5.969305288,4.794537184,0,5.563451492,11.65669156,0,29.82891977,0,5.316788604,13.71686879,-0.262075749,2.317076379
Mometasone furoate,0,0.10411242,1.613281684,11.95343687,33.37847572,19.49013895,0,47.38128052,19.26246487,2.685714286,-1.89,35,491.197,3.024372394,0.457337727,0.005566674,0.374737451,130.2283,521.437,5.760247419,5.969305288,4.794537184,23.20187978,23.12130512,40.73767496,28.58369908,47.9573094,0,0,37.70626208,-2.121814516,7.436846688
Troglitazone,0,0.0894546,1.405035443,9.778732285,5.601050811,14.69560176,0,16.39632947,18.77721542,2.516129032,-2.67,31,414.333,4.237238488,0.507381418,0.229568983,0.285945687,120.2305,441.549,5.907179729,0,0,0,5.24993803,22.90827639,0,52.08272573,17.2485355,14.79051451,23.04842832,1.723017443,2.127327869
Dacarbazine,0,0.033462934,2.884454459,2.500657137,5.907179729,4.794537184,0,11.51179077,0,2.923076923,-1.92,13,172.107,2.255835989,0.364135075,0.088518519,0.270800094,45.3086,182.187,0,0,4.983978521,5.114250126,6.327320075,11.72504251,16.07117052,12.02124807,0,5.733667477,17.08669974,-0.365596183,1.337407407
Tenatoprazole,0,0.055412795,1.900572834,6.669167426,10.79956904,4.208898492,0,5.752853607,22.20030276,2.666666667,-2.48,24,328.268,2.964892245,0.496080317,0.249434681,0.21461666,90.8161,346.412,5.879988336,0,4.983978521,0,41.98264644,21.96344698,0,35.15040869,11.62950017,9.473725908,15.94790306,1.485660059,1.725617604
Acetopromazine maleate salt,0,0.018404892,1.980808732,7.200721102,0,4.794537184,0,5.783244946,0,2.565217391,-1.78,23,304.289,3.432736122,0.339574513,0.115648279,0.159377156,97.1885,326.465,0,0,0,0,11.37477255,28.91990245,0,48.02802097,0,4.899909731,18.81793553,0.115648279,1.079107143
Escitalopram oxalate,0,0.029760094,2.018403095,6.513142222,5.601050811,4.390415048,0,5.817220841,12.17033346,2.625,-2.22,24,303.231,3.055801729,0.36083985,0.249777436,0.12273125,90.914,324.399,0,0,4.390415048,0,18.23955477,0,0,70.53559629,6.069221313,0,2.145836812,-0.249777436,1.77731198
Ropinirole hydrochloride,0,0.013795364,1.99775046,5.259844173,0,4.794537184,0,5.907179729,6.420821623,2.578947368,-1.35,19,236.189,3.567319916,0.325523295,0.126317135,0.228393796,79.5017,260.381,5.907179729,0,0,0,6.420821623,11.594566,0,29.32600419,0,5.316788604,13.99127212,0.126317135,3.991143025
Lacidipine,0,0.061199225,2.645386083,8.572023883,29.42687272,14.38361155,0,13.21376393,33.66719067,1.939393939,-3.35,33,422.287,6.570353189,0.462553858,0.19440778,0.336239758,125.8637,455.551,0,17.90791586,14.38361155,0,30.27787904,23.98393597,0,64.00867905,0,5.316788604,38.19747772,-2.262430656,2.966303304
Argatroban,0,0.049405247,1.865400469,11.33464221,33.98345783,23.11339875,0,36.28327853,37.4125136,2.742857143,-2.86,35,472.357,6.632672412,0.479712006,0.072788827,0.325925203,132.5948,508.645,15.93047088,5.969305288,13.21233417,0,5.687386275,33.54671701,17.56947957,23.7625527,0,21.08933955,26.75822822,-1.353479825,2.186812389
Reboxetine mesylate,0,0.03044435,1.864814459,5.442249696,0,0,0,12.20793278,13.21376393,2.52173913,-2.04,23,290.213,4.03201596,0.489990772,0.027006803,0.161763692,90.0317,313.397,0,0,0,0,13.21376393,0,0,60.16075511,11.49902367,14.79051451,0,1.511181737,-0.202371504
Camylofine chlorhydrate,0,0.017045317,2.607128837,6.174722464,0,4.794537184,0,12.01114612,12.52478801,2.391304348,-1.39,23,288.221,7.618054562,0.464261503,0.183891723,0.327283895,95.3877,320.477,0,5.969305288,4.794537184,0,6.606881965,5.969305288,5.917906046,35.89528683,0,5.316788604,14.77413289,0.351850007,0.895532621
Papaverine hydrochloride,0,0.0721122,2.039871084,5.552085572,0,0,0,0,29.41886896,2.04,-2.95,25,318.223,3.308683885,0.492869975,0.673787084,0.16092112,97.199,339.391,0,0,0,0,34.13311816,10.77244843,0,53.85242547,22.99804733,18.94745182,4.562716286,2.817452934,2.483646542
Yohimbine hydrochloride,0,0.038321976,1.522484473,8.176823838,6.103966388,9.901064579,0,17.80511738,18.3805685,3,-1.85,26,328.242,2.334348181,0.468712796,0.198900227,0.311086056,98.6605,354.45,0,5.969305288,0,0,25.1735108,16.87223022,17.75371814,35.52284776,0,0,18.62289574,0.054143702,3.1366515
Voriconazole,0,0.09877259,2.127146403,5.619090217,28.97061938,18.27777254,0,17.80213589,6.066367068,2.6,-2.81,25,335.204,3.224981748,0.382403297,0.095981198,0.162866059,80.6818,349.316,0,0,32.80498364,0,18.43552797,0,0,72.08694701,0,0,11.19990128,-3.469118953,4.661094734
Alfacalcidol,0,0.23370634,1.713301524,10.96600839,12.20793278,10.21305479,0,0,24.17453976,2.620689655,-0.86,29,356.295,5.074465862,0.39266957,0.420454831,0.081130236,122.5786,400.647,0,0,0,0,12.20793278,0,29.08661465,35.45028949,0,0,0,3.198583755,15.18314668
Cilostazol,0,0.06142404,1.221880276,7.504214849,0,4.794537184,0,5.907179729,19.06954442,2.925925926,-2.44,27,342.253,4.458720036,0.493588314,0.089569647,0.224213035,101.7647,369.469,5.907179729,0,4.681802935,5.098681808,12.64872279,11.594566,0,29.5869572,5.749511833,10.05365156,11.41894379,1.967681108,10.47384491
Galanthamine hydrobromide,0,0.023241926,1.954441413,6.427880333,6.103966388,5.106527395,0,11.51895686,6.420821623,3.095238095,-1.52,21,266.191,1.754824077,0.492857272,0.00837963,0.16567613,79.8028,287.359,0,0,0,0,18.6287544,0,0,35.41167733,11.49902367,9.473725908,2.352275605,1.684275794,5.379761432
Azelastine hydrochloride,0,0.106318876,1.787818071,7.86968157,0,4.794537184,0,11.60110772,6.420821623,2.555555556,-2.17,27,357.715,3.919067595,0.306287022,0.027786281,0.274406027,110.646,381.907,0,0,4.681802935,0,17.12199304,22.37338832,0,75.16475343,0,5.559266895,15.4742395,0,3.733452201
Etretinate,0,0.09073549,2.891640465,6.30293681,0,4.794537184,0,5.969305288,6.606881965,2.384615385,-2.55,26,324.25,6.396026834,0.496467708,0.309191354,0.330498436,109.526,354.49,0,5.969305288,4.794537184,0,13.71667951,12.04532539,0,69.84648263,5.749511833,4.736862954,11.37885562,0.617854488,11.56149627
Emedastine difumarate,0,0.014227046,1.90521212,5.892956597,0,0,0,0,0,2.863636364,-1.59,22,276.214,3.254174741,0.379883129,0.733727246,0.206169905,90.553,302.422,5.948339281,0,4.983978521,0,17.6402834,16.98174072,0,24.26546827,0,4.899909731,9.718656699,1.093706538,1.1856798
Etofenamate,0,0.053998843,2.080043168,5.221045868,17.7090553,17.96578233,0,37.67836562,5.687386275,2.538461538,-2.58,26,351.195,5.747747777,0.459586001,0.003247549,0.415985506,89.356,369.339,0,12.14560381,4.794537184,0,36.63493515,17.34407784,0,59.65783953,0,5.316788604,12.1674415,-0.631782919,-4.453663233
Zaleplon,0,0.2213507,2.149201691,5.049141265,0,4.794537184,0,5.907179729,17.75538512,2.913043478,-3.2,23,290.221,2.529562747,0.312933103,0.004276653,0.223345353,86.839,305.341,5.907179729,0,9.499376415,0,11.89077157,17.24174322,0,48.28897398,17.3266008,4.899909731,17.65372899,-0.004276653,3.158753596
Diclofenac sodium,0,0.015483988,2.355887944,4.741991156,5.969305288,9.901064579,0,6.420821623,26.98349067,2.315789474,-1.71,19,285.065,3.397616958,0.54980482,0.175352183,0.076249785,74.8977,295.145,0,0,0,0,15.7326529,40.54595762,0,58.0732876,0,10.423316,10.71622729,-1.139346708,-0.175352183
Exemestane,0,0.044348583,1.775914315,8.178918861,0,9.589074368,0,16.61322589,23.53696308,2.727272727,-1.44,22,272.218,1.613309224,0.29908721,0.068573791,0.17816735,86.146,296.41,0,0,0,0,0,11.56648989,28.58369908,35.95320506,0,0,24.19280463,2.140153153,10.4958148
Fomepizole,0,0.039490405,3.049648321,1.275652838,0,0,0,0,0,2.833333333,-0.79,6,76.058,0.406542899,0.285478047,1.175925926,0.051586797,23.3247,82.106,0,0,0,0,6.196843572,0,0,17.95713863,0,0,0,0,3.625
Xylazine,0,0.009303949,2.193851436,4.864318931,0,0,0,0,0,2.6,-0.96,15,204.213,2.53481979,0.33455166,0.958593396,0.160538972,68.9157,220.341,0,0,0,0,0,22.61692299,4.992404733,29.32600419,0,5.316788604,4.47545446,1.177343396,1.197024439
Celiprolol hydrochloride,0,0.031499382,2.787158316,7.465296065,6.103966388,14.69560176,0,23.96016668,36.63461882,2.37037037,-2.12,27,346.237,7.967260498,0.490079572,0.064000985,0.321318959,107.6437,379.501,0,6.031114512,4.794537184,0,5.563451492,17.50174573,0,23.7625527,5.749511833,15.37044016,25.79090439,0.21239935,-0.702704562
Zopiclone,0,0.044183318,1.631264878,6.762837363,18.22832097,9.589074368,0,5.693927995,29.6239369,2.592592593,-2.78,27,371.679,3.308044111,0.41854376,0.143914347,0.411620746,96.3805,388.815,6.227901171,6.093240071,19.66240396,0,5.022633314,29.41922247,0,47.13375416,0,4.899909731,43.00657048,-0.120854224,2.781949361
Tranilast,0,0.109705776,2.126654014,4.787741181,11.87648502,9.589074368,0,11.25083777,11.49902367,2.416666667,-3.28,24,310.2,4.131330235,0.492869565,0.032746956,0.337311268,90.611,327.336,5.907179729,5.969305288,4.794537184,0,25.47043285,23.6398914,0,59.66749257,11.49902367,14.79051451,23.10984998,-0.389793215,2.917216081
Tizanidine hydrochloride,0,0.025468083,2.06171486,4.272094005,0,0,0,0,5.022633314,3.125,-1.4,16,245.654,1.595332907,0.354253713,0.621851852,0.195522244,66.3524,253.718,0,0,0,0,28.98296334,46.00946951,4.992404733,17.15536745,0,10.63357721,4.254279415,0.738333333,0
Zafirlukast,0,0.19314738,1.350688792,11.9882922,22.02371095,18.00687135,0,16.56290135,23.42117122,2.487804878,-4.31,41,542.423,6.221701041,0.496439408,0.022130759,0.411390863,156.9097,575.687,0,6.093240071,17.93442903,0,12.00528102,38.61402216,7.047671983,89.11432022,5.749511833,14.77574642,25.36560215,-0.290894676,5.997773718
Butenafine hydrochloride,0,0.0963651,1.720273064,7.7574858,0,0,0,5.414990469,0,2.125,-2.12,24,290.26,3.85399198,0.297840608,0.215660643,0.023989781,104.261,317.476,0,0,0,0,0,10.77244843,0,83.42039223,0,0,2.382806122,0,0
Carbadox,0,0.10158944,2.39183906,3.524436626,6.093240071,15.20904323,0,16.72732943,9.460815284,2.736842105,-2.9,19,252.145,2.514834872,0.617924436,0.009163832,0.426952599,65.0027,262.225,0,11.78716807,10.22032858,0,7.109797541,23.34124209,5.101407526,46.57074589,0,14.88660668,10.76730467,0,1.353910042
Rimantadine hydrochloride,0,0.032222297,1.911265473,6.068602999,0,0,0,0,11.4568313,1.692307692,-0.04,13,158.139,1.0921328,0.327439617,0.445277778,0.006728513,54.2544,179.307,0,0,0,0,0,0,28.90237609,0,0,5.733667477,0,3.159027778,8.966180556
Tirofiban hydrochloride,0,0.03044435,1.739689847,9.940240368,22.03443727,18.31886156,0,12.17367523,13.02770359,2.533333333,-1.64,30,404.318,9.447828505,0.493601479,0.057843863,0.321573702,118.34,440.606,10.02329115,5.969305288,13.13989185,0,12.35973557,15.99259644,5.917906046,29.82891977,5.749511833,14.77574642,11.48436544,0.351670777,7.325432997
Oxibendazol,0,0.012920474,2.193990274,3.729408906,6.093240071,4.794537184,0,0,12.55522125,3.055555556,-2.24,18,234.15,2.708582195,0.493527757,0.351381042,0.413189963,67.9074,249.27,5.948339281,6.093240071,9.778515705,0,24.75008094,23.07498079,0,18.19910121,5.749511833,10.05365156,18.23565689,1.115703315,0.39334713
Ipsapirone,0,0.06632687,1.235178897,8.793804805,15.93047088,13.21233417,0,17.00369137,6.420821623,2.285714286,-2.52,28,378.308,3.591345497,0.338260732,0.124308165,0.268506075,104.5833,401.492,5.948339281,0,22.69097002,0,5.563451492,21.87881016,0,48.28897398,0,4.899909731,25.62136246,0.35328148,4.999835301
Hydroxychloroquine sulfate,0,0.065365784,1.914106434,6.301901444,0,0,0,6.606881965,11.06447414,2.869565217,-1.36,23,309.671,5.341836349,0.395044572,0.229372852,0.073705035,98.2715,335.879,0,0,0,0,12.12358268,28.1912511,0,35.48494516,0,5.316788604,6.646461166,0,4.003935507
Loracarbef,0,0.014447853,1.714484635,6.203777752,35.90918723,19.49013895,0,10.72932567,18.40509474,2.625,-2.38,24,333.646,2.654691594,0.476529906,0.150799515,0.35333823,85.6839,349.774,5.907179729,5.969305288,4.794537184,0,6.041840829,29.38460464,5.733667477,46.6246125,0,11.05045608,36.97520214,-2.204259117,0.848829314
Fenipentol,0,0.044680875,2.475395551,3.068709904,0,5.106527395,0,6.103966388,0,2.5,-0.82,12,148.12,2.665666078,0.388421616,0.272083333,0.078960875,50.9268,164.248,0,0,0,0,6.103966388,0,0,35.89528683,0,0,0,0,2.839491922
Diosmin,0,0.63522243,1.361811921,10.32432055,79.19696875,45.64675634,0,33.97802727,5.563451492,2.186046512,-3.51,43,576.293,5.991093244,0.506893135,0.05165385,0.228727829,143.4184,608.549,6.290026729,0,0,0,19.82064589,10.96924436,0,46.62152999,34.32174624,14.9025163,12.81621378,-0.605297517,-15.03488257
Carbidopa,0,0.09334688,2.948160262,3.781440288,11.50823054,9.901064579,0,17.91984529,5.563451492,2.5,-1.79,16,212.12,2.414244206,0.504259893,0.089953704,0.324754239,56.8395,226.232,0,5.969305288,5.425791397,0,0,5.969305288,5.84267027,23.7625527,11.49902367,11.26846167,10.95413281,3.547990048,0.089953704
(-) Emtricitabine,0,0.02433019,2.280674309,4.392574018,28.98872656,9.184952232,0,6.606881965,5.752853607,3.1875,-1.12,16,237.171,2.03604587,0.392758377,0.151983812,0.351350875,56.3212,247.251,0,5.689743398,9.184952232,11.76188495,12.80372554,17.57974773,0,22.49834499,0,11.42341088,14.7546627,-0.734116092,0.354246977
Demecarium bromide,0,0.12549345,1.521745459,12.4271101,0,9.589074368,0,12.18648014,33.55459819,1.225,-3.1,40,504.376,11.9637601,0.41446743,0.314734268,0.40997324,166.26,556.792,0,12.18648014,9.589074368,0,42.2860319,23.56125269,0,48.53093655,11.49902367,18.43978762,28.17967836,1.158809196,8.190178765
Tolvaptan,0,0.24944724,1.595098389,8.553136311,6.103966388,14.69560176,0,11.81435946,52.47415999,2.53125,-3.15,32,423.75,4.400921091,0.388338433,0.141710372,0.258047785,127.6335,448.95,0,0,0,0,6.103966388,34.7900719,0,93.50356146,0,10.21669833,27.78079239,-0.327924893,0.601505466
Acipimox,0,0.04831607,3.151549668,2.04486848,5.969305288,10.00179021,0,5.693927995,10.42433564,2.909090909,-1.65,11,148.077,1.42895044,0.61840828,0.244814815,0.360343192,34.8933,154.125,17.58469956,5.969305288,9.778515705,0,6.196843572,5.969305288,0,28.98879616,0,4.730407642,13.76796674,-1.199444444,2.146944444
Diflorasone Diacetate,0,0.04288224,1.849275253,11.02887344,82.24113392,24.28467613,8.780830095,24.8355694,0,2.4,-2.42,35,462.275,3.223844696,0.457690426,0.008918782,0.303154791,119.3178,494.531,5.783244946,11.93861058,8.780830095,0,6.103966388,23.50510047,28.58369908,23.80116485,0,0,49.14461341,-4.765416029,0.117621872
Acamprosate calcium,0,0.028114056,3.369022282,3.621921347,15.87098047,17.76508404,0,18.87275776,0,2.454545455,-0.62,11,170.125,9.38,0.747943047,0.172037037,0.216372596,37.8649,180.205,5.907179729,0,8.417796984,0,10.11812686,16.02530659,0,0,0,5.316788604,10.22956633,-0.651762094,0.172037037
Mizolastine,0,0.38121957,1.380374038,8.199950907,0,9.184952232,0,17.41832857,12.49309569,2.59375,-3.68,32,407.303,3.954767309,0.342286896,0.144632766,0.251712952,123.7307,432.503,11.89667856,0,14.35837209,0,17.57815784,22.93008,0,82.5286236,0,15.35908636,28.05435205,1.298402882,3.390201752
Amisulpride,0,0.017242776,2.241239296,8.375079944,9.837253136,13.21233417,0,33.55586641,12.58659724,2.72,-1.8,25,342.271,4.243964693,0.495842228,0.030554532,0.254646835,97.7354,369.487,0,0,8.417796984,0,29.00897239,21.43181914,0,17.69618563,5.749511833,15.78731903,14.9059443,-0.172068006,2.167576684
Pyridoxine hydrochloride,0,0.0973904,3.253293462,2.512235449,0,5.106527395,0,18.96327576,16.82083098,2.5,-1.13,12,158.092,1.391481223,0.505658654,0.037916667,0.142142375,42.4844,169.18,0,0,0,0,18.90769192,0,0,23.01767455,5.749511833,0,3.836990741,-0.037916667,1.445046296
Mercaptopurine,0,0.07185127,3.09291205,2.241052148,0,0,0,0,10.28776649,2.6,-1.23,10,148.15,0.639752144,0.340783542,0.641203704,0.181404124,39.0734,152.182,0,0,9.967957042,0,12.65464015,23.38175138,0,17.29522942,0,0,13.53527778,0,3.103981481
Cytarabine,0,0.04038907,2.319695266,3.771107925,36.8364257,15.00759197,0,5.817862778,0,2.705882353,-1.48,17,230.115,2.025663274,0.393566854,0.053697589,0.351212694,55.9188,243.219,0,5.689743398,4.794537184,0,6.606881965,5.817862778,0,22.74749122,0,11.42341088,14.98930933,0.053697589,-3.266372827
Racecadotril,0,0.05623634,1.838037184,7.250241736,11.88721133,14.38361155,0,24.17409503,12.17367523,2.148148148,-2.6,27,362.301,8.087990581,0.459503409,0.038766202,0.325242837,106.0227,385.485,5.907179729,5.969305288,0,0,5.917906046,28.7536469,5.917906046,71.79057367,0,5.316788604,35.63324562,-0.785047883,0.505968551
Folic acid,0,0.10302443,1.621834841,6.713352307,29.44689803,19.17814874,0,42.06206836,11.38131427,2.5,-4.55,32,422.252,5.530374336,0.481229256,0.052441952,0.325721201,111.8946,441.404,5.948339281,17.49787747,14.76249423,0,18.43552797,40.6453938,0,52.07349541,0,21.92651158,60.53546708,-3.155342353,0.85770422
Benazepril hydrochloride,0,0.023779985,1.794532414,7.533669097,30.56704864,19.49013895,0,12.51406169,31.37067277,2.580645161,-3.19,31,396.273,5.917223966,0.479913767,0.247563394,0.323145382,116.8595,424.497,5.907179729,11.93861058,0,0,12.64872279,23.53317658,0,65.7242066,0,10.21669833,38.60826463,-1.838926145,2.187440714
Aniracetam,0,0.10302443,2.167410215,3.682584001,0,9.589074368,0,11.81435946,24.27854135,2.5,-1.84,16,206.136,1.909838585,0.49676777,0.082575874,0.259955885,58.2715,219.24,5.907179729,0,0,0,7.109797541,11.81435946,0,29.82891977,5.749511833,4.736862954,24.62118654,0.398397765,1.238712994
Dimethisoquin hydrochloride,0,0.017644463,2.237489807,5.395172481,0,0,0,0,6.606881965,2.75,-1.61,20,248.2,3.93979443,0.475853896,0.667882338,0.221121465,84.404,272.392,5.879988336,0,4.983978521,0,0,10.77244843,0,36.02576334,5.879988336,4.736862954,6.808731182,0.774123205,3.374186091
Alendronate sodium,0,0.0252749,5.08345987,6.692340395,26.6955739,19.13003557,0,12.96557803,0,1.928571429,0.22,14,235.992,2.853201797,0.776136197,0.067152778,0.365075158,45.1076,248.088,5.08322762,7.595762327,0,0,0,15.19152465,5.733667477,0,0,10.62707908,36.29589569,0,-0.958873457
Dipivefrin hydrochloride,0,0.04099903,3.216059177,8.058686855,28.8725579,14.69560176,0,11.49902367,12.1082079,1.92,-1.92,25,322.211,6.139494386,0.422128838,0.115905612,0.316248536,95.5085,351.443,0,11.93861058,0,0,16.93394733,11.93861058,10.82998094,23.7625527,11.49902367,14.79051451,24.40631932,-0.631476232,-0.773651463
Thiorphan,0,0.028114056,2.532686936,4.045911391,5.969305288,9.589074368,0,18.36984218,12.17367523,2.470588235,-1.49,17,238.203,4.907962221,0.479930447,0.271987906,0.322469455,68.1345,253.323,5.907179729,5.969305288,0,0,5.917906046,24.50527417,5.917906046,35.89528683,0,5.316788604,21.99892924,-1.233626648,0.565270219
Tomoxetine hydrochloride,0,0.027066177,2.167710157,4.674902185,0,0,0,6.103966388,0,2.368421053,-1.8,19,234.193,3.831122162,0.485416489,0.092361111,0.124936368,79.5337,255.361,0,0,0,0,0,0,0,65.7242066,5.749511833,10.05365156,0,0.96523715,1.045582955
Aceclidine hydrochloride,0,0.095013045,1.94615715,3.785922544,0,4.794537184,0,12.07327168,5.917906046,2.5,-0.57,12,154.104,1.459225801,0.460899418,0.130787037,0.302457153,44.718,169.224,0,5.969305288,0,0,0,5.969305288,5.917906046,0,0,0,13.13009165,0.507083333,2.597777778
Penciclovir,0,0.07864238,2.265207859,4.081194271,0,4.794537184,0,36.15597687,18.61275525,2.833333333,-1.93,18,238.142,2.336938873,0.395996335,0.037144799,0.279984396,64.8397,253.262,5.948339281,0,4.983978521,0,6.327320075,17.11221722,5.917906046,16.68112415,0,11.29293437,21.88972781,-0.155638884,2.060514928
Levetiracetam,0,0.017110892,2.647164206,3.017101239,5.907179729,9.589074368,0,11.94902056,19.38639965,2.75,-1.06,12,156.1,1.571153345,0.367882043,0.056157407,0.239717755,44.2204,170.212,11.81435946,0,0,0,0,11.81435946,5.733667477,0,0,5.733667477,23.67430556,-0.339444444,2.021296296
Dexfenfluramine hydrochloride,0,0.021532878,2.750582347,3.860986069,11.73975001,13.17124514,0,6.041840829,11.98427311,2.5625,-1.03,16,215.133,3.850065899,0.415919485,0.188410809,0.314201531,58.2867,231.261,0,6.176298517,0,0,5.563451492,0,0,35.39237126,0,5.316788604,0,0,-3.643657762
Etoricoxib,0,0.088504665,2.133565027,7.986672625,9.837253136,8.417796984,0,4.895483476,5.022633314,2.166666667,-2.24,24,343.73,3.471142577,0.260903807,0.277583163,0.175018529,95.7608,358.85,0,0,8.417796984,0,15.61204478,21.43819303,0,65.57481793,22.38428247,0,9.019915862,0,4.539096071
Sertindole,0,0.07531231,1.336914377,8.863658998,0,9.184952232,0,11.84833535,5.917906046,2.516129032,-2.57,31,414.742,4.143474662,0.336206159,0.055895807,0.317064016,121.6297,440.95,0,6.031114512,9.184952232,0,5.516700718,28.53497933,0,65.0647187,5.687386275,5.316788604,16.08222669,0.218762468,4.338898801
Sulmazole,0,0.03919513,2.150670043,5.655846363,10.79956904,4.208898492,0,0,17.22109355,2.85,-2.21,20,274.24,2.181577268,0.495948471,0.635885299,0.177548621,78.2091,287.344,0,0,9.967957042,0,18.18994975,21.96344698,0,36.52867891,17.13736782,4.736862954,12.56828516,1.320131015,3.3403464
Gefitinib,0,0.08299415,1.507873957,7.559608522,5.817220841,4.390415048,0,5.022633314,35.1278554,2.774193548,-2.68,31,422.718,5.330841061,0.492785963,0.036408571,0.162432985,118.1537,446.91,0,0,14.35837209,0,37.46977747,34.00911387,0,47.49900957,11.49902367,14.79051451,11.03506072,1.311179474,2.350959874
Flunisolide,0,0.038321976,1.61573783,10.96741018,52.98787798,19.80212916,4.390415048,36.37860633,11.99392615,2.64516129,-1.41,31,403.256,2.51844086,0.39276065,0.124858277,0.192756526,108.5286,434.504,0,0,4.390415048,0,12.20793278,11.56648989,28.58369908,23.80116485,0,0,25.09293598,-2.276986006,2.896142672
N-Acetyl-DL-homocysteine Thiolactone,0,0.047249716,2.404785473,3.308574436,0,9.589074368,0,17.06429749,0,2.9,-0.51,10,150.138,1.733593668,0.345572179,0.092777778,0.216983219,39.6867,159.21,11.02245666,0,0,0,6.041840829,22.78434161,0,0,0,5.316788604,21.33069444,0.71287037,0.780833333
Flurandrenolide,0,0.05051767,1.607255059,11.33279562,52.98787798,19.80212916,4.390415048,29.95778471,31.25639102,2.64516129,-1.15,31,403.256,2.576310685,0.392772817,0.045705726,0.192756526,108.6226,436.52,0,0,4.390415048,0,12.20793278,11.56648989,28.58369908,11.64912464,0,0,25.19091437,-1.899327827,0.871895307
Oxiconazole nitrate,0,0.04451443,1.830838434,7.093606718,0,0,0,6.606881965,32.34697466,2.384615385,-1.72,26,416.03,4.920911985,0.390573324,0.203015462,0.14328083,106.477,429.134,0,0,4.983978521,0,17.89470979,52.11544456,5.155712727,86.33664587,0,0,9.56230008,0,5.208573088
Rebamipide,0,0.029090757,1.877638374,6.216148716,17.91832585,19.49013895,0,11.98008852,21.66623701,2.5,-3.12,26,355.672,3.920274124,0.47970852,0.014785307,0.326056324,98.6147,370.792,5.559266895,5.969305288,4.794537184,0,0,34.38034984,0,81.10064399,0,10.8760555,38.46016649,-1.708436048,-0.014785307
Nilvadipine,0,0.042087726,2.758655138,6.294907724,28.88379406,24.96528419,0,22.53063465,11.2604908,2.5,-3.67,28,366.224,4.01066671,0.465553326,0.077405518,0.33709779,97.5561,385.376,0,11.93861058,9.589074368,0,35.20119008,17.62599685,0,62.48352572,6.069221313,5.316788604,35.82078107,-2.590461073,-0.429185668
Etanidazole,0,0.033211168,2.598895877,2.685812852,10.83049078,14.90885545,0,25.64473406,0,3.066666667,-1.96,15,204.101,3.02202796,0.434505193,0.126317555,0.39454419,48.9769,214.181,0,5.948339281,4.567099648,0,6.606881965,11.85551901,0,22.50800541,0,5.316788604,24.39581278,-0.792316232,2.591384244
Pinaverium bromide,0,0.051462766,1.315412457,11.53484886,0,0,0,0,5.414990469,2.4375,-0.82,32,470.193,4.984863509,0.492854106,0.568223643,0.161366382,130.1684,511.521,0,0,0,0,34.04024098,15.9299439,23.16870861,22.16890514,11.49902367,9.473725908,0,4.297247836,5.518037934
Glimepiride,0,0.10266401,1.460647007,10.84777278,22.08552018,22.80140854,0,16.84450403,37.42216663,2.323529412,-2.88,34,456.354,6.370654601,0.337268149,0.006391758,0.328409893,128.5219,490.626,0,12.06222902,22.72896622,0,11.44023988,27.99269991,5.917906046,40.97512883,0,15.35567207,37.97781356,0.385324027,4.798718443
Picrotoxinin,0,0.12678517,1.779812147,7.250091535,46.68154149,14.69560176,0,18.44269406,0,2.761904762,-1.4,21,276.159,0.873517442,0.457399988,0.269212963,0.34197655,66.8318,292.287,5.601050811,11.93861058,4.794537184,0,16.93394733,11.93861058,17.25080256,12.15204021,0,0,24.65543604,-1.857719199,-1.335998677
Mepenzolate bromide,0,0.018761085,1.910738513,7.453919047,11.5703561,9.901064579,0,6.103966388,11.12690298,2.04,-2.17,25,314.235,3.752307336,0.453699578,0.171111584,0.347682168,96.8392,340.443,5.601050811,5.969305288,4.794537184,0,20.64010037,5.969305288,0,71.79057367,0,0,13.06596372,-0.600185185,1.683182634
Benfotiamine,0,0.07030384,2.301912557,8.706004411,7.822697123,14.15412265,0,30.5055997,33.96357861,2.580645161,-2.56,31,443.272,7.890943981,0.469086935,0.004368596,0.383303008,116.465,466.456,11.52537224,7.822697123,14.53300533,0,13.15163837,36.92781709,0,64.08216222,0,5.733667477,52.21615127,0.719447001,2.093954324
